original_message,property_type,area_sqft,price,price_unit,rent,rent_unit,location,furnishing,transaction_type,contact,is_real_estate,price_lakhs,rent_thousands,bhk_number,price_category,rent_category
"3BHK in Juhu. 2850 sqft, 4.7Cr sale. Beach facing, premium finishes. Exclusive location. WhatsApp: 9811189012",3,2850.0,47000000.0,CR,,,Juhu,,sale,9811189012,True,470.0,,3.0,2-5Cr,
"Commercial in Lower Parel. 1950 sqft, 1.22L rent. Premium building, all facilities. Corporate standards. Contact: 9822289012",,1950.0,,,122000.0,L,Lower Parel,,rent,9822289012,True,,122.0,,,1L+
"2BHK in Malad. 1060 sqft, 1.16Cr. 13 years old, good condition. Loan available. Call: 9833389012",2,1060.0,11600000.0,CR,,,Malad,,sale,9833389012,True,116.0,,2.0,1-2Cr,
"3BHK in Andheri. 1540 sqft, 82k rent. Fully furnished, modern appliances. Family only. WhatsApp: 9844489012",3,1540.0,,,82000.0,K,Andheri,,rent,9844489012,True,,82.0,3.0,,60k-1L
"1BHK in Thane. 800 sqft, 83L. Under construction, possession 2 months. RERA approved. Booking: 9855589012",1,800.0,,,,,Thane,,,9855589012,True,,,1.0,,
"Warehouse in Bhiwandi. 10500 sqft, 3.5L rent. G+8, heavy power, security. Industrial zone. Owner: 9866689012",,10500.0,,,350000.0,L,Bhiwandi,,rent,9866689012,True,,350.0,,,1L+
"4BHK in Worli. 3750 sqft, 10.6Cr. Sea facing, luxury amenities, 4 parking. Ultra premium. Agent: 9877789012",4,3750.0,106000000.0,CR,,,Worli,,sale,9877789012,True,1060.0,,4.0,5Cr+,
"Retail in Bandra. 600 sqft, 93k rent. High street, good footfall. Established location. Contact: 9888889012",,600.0,,,93000.0,K,Bandra,,rent,9888889012,True,,93.0,,,60k-1L
"2BHK in Goregaon. 1080 sqft, 61k rent. 10th floor, corner location. Good society. Call: 9899989012",2,1080.0,,,61000.0,K,Goregaon,,rent,9899989012,True,,61.0,2.0,,60k-1L
"3BHK in Chembur. 1420 sqft, 1.55Cr sale. Ready to move, well maintained. Near highway. WhatsApp: 9812390123",3,1420.0,15500000.0,CR,,,Chembur,,sale,9812390123,True,155.0,,3.0,1-2Cr,
"1BHK in Borivali. 780 sqft, 44k rent. 9th floor, renovated. Good for family. Contact: 9823490123",1,780.0,,,44000.0,K,Borivali,,rent,9823490123,True,,44.0,1.0,,40-60k
"3BHK service in South Mumbai. 2250 sqft, 1.88L rent. All inclusive, premium service. Minimum 1 year: 9876590123",3,2250.0,,,188000.0,L,,,rent,9876590123,True,,188.0,3.0,,1L+
"1RK PG in Andheri. 480 sqft, 24k with food. AC, attached bath, Wi-Fi. Professionals only. Call: 9898790123",1,480.0,,,,,Andheri,,,9898790123,True,,,1.0,,
"2BHK auction in Kharghar. 1250 sqft, 1.12Cr. Bank property, clear title. Good investment. Contact: 9822290123",2,1250.0,11200000.000000002,CR,,,,,sale,9822290123,True,112.00000000000001,,2.0,1-2Cr,
"3BHK in Seawoods. 1950 sqft, 3.5Cr. High floor, sea view, premium amenities. Ready: 9833390123",3,1950.0,35000000.0,CR,,,Seawoods,,sale,9833390123,True,350.0,,3.0,2-5Cr,
"Shop in Vashi. 740 sqft, 89k rent. Prime location, good visibility. Established market. Call: 9844490123",,740.0,,,89000.0,K,Vashi,,rent,9844490123,True,,89.0,,,60k-1L
"1BHK in Santacruz. 680 sqft, 46k rent. 11th floor, semi-furnished. Near airport. WhatsApp: 9855590123",1,680.0,,,46000.0,K,Santacruz,,rent,9855590123,True,,46.0,1.0,,40-60k
"2BHK in Vile Parle. 960 sqft, 57k rent. 7th floor, separate entrance. Good for office. Contact: 9866690123",2,960.0,,,57000.0,K,Vile Parle,,rent,9866690123,True,,57.0,2.0,,40-60k
"3BHK in Bandra. 2050 sqft, 2.8Cr sale. Renovated, modern kitchen, 3 bathrooms. Premium: 9877790123",3,2050.0,28000000.0,CR,,,Bandra,,sale,9877790123,True,280.0,,3.0,2-5Cr,
"Office in Andheri. 1700 sqft, 1.1L rent. IT park, modern facilities. Suitable for IT company. Call: 9888890123",,1700.0,,,110000.00000000001,L,Andheri,,rent,9888890123,True,,110.00000000000001,,,1L+
"4BHK in Powai. 3300 sqft, 6.6Cr. Luxury apartment, all amenities. Premium society. WhatsApp: 9899990123",4,3300.0,66000000.0,CR,,,Powai,,sale,9899990123,True,660.0,,4.0,5Cr+,
"1RK in Lokhandwala. 580 sqft, 31k rent. Fully furnished, all utilities. Good for professionals. Contact: 9812301234",1,580.0,,,31000.0,K,Lokhandwala,,rent,9812301234,True,,31.0,1.0,,20-40k
"2BHK in Kandivali. 1040 sqft, 52k rent. 12th floor, park view. Family preferred. Call: 9823401234",2,1040.0,,,52000.0,K,Kandivali,,rent,9823401234,True,,52.0,2.0,,40-60k
"3BHK in Juhu. 2900 sqft, 4.8Cr sale. Beach facing, premium finishes. Exclusive location. WhatsApp: 9876501234",3,2900.0,48000000.0,CR,,,Juhu,,sale,9876501234,True,480.0,,3.0,2-5Cr,
"Commercial in Lower Parel. 2000 sqft, 1.25L rent. Premium building, all facilities. Corporate standards. Contact: 9898701234",,2000.0,,,125000.0,L,Lower Parel,,rent,9898701234,True,,125.0,,,1L+
"2BHK in Malad. 1080 sqft, 1.18Cr. 14 years old, good condition. Loan available. Call: 9811101234",2,1080.0,11800000.0,CR,,,Malad,,sale,9811101234,True,118.0,,2.0,1-2Cr,
"3BHK in Andheri. 1560 sqft, 83k rent. Fully furnished, modern appliances. Family only. WhatsApp: 9822201234",3,1560.0,,,83000.0,K,Andheri,,rent,9822201234,True,,83.0,3.0,,60k-1L
"1BHK in Thane. 820 sqft, 84L. Under construction, possession 1 month. RERA approved. Booking: 9833301234",1,820.0,,,,,Thane,,,9833301234,True,,,1.0,,
"Warehouse in Bhiwandi. 11000 sqft, 3.6L rent. G+9, heavy power, security. Industrial zone. Owner: 9844401234",,11000.0,,,360000.0,L,Bhiwandi,,rent,9844401234,True,,360.0,,,1L+
"4BHK in Worli. 3800 sqft, 10.8Cr. Sea facing, luxury amenities, 4 parking. Ultra premium. Agent: 9855501234",4,3800.0,108000000.0,CR,,,Worli,,sale,9855501234,True,1080.0,,4.0,5Cr+,
"Retail in Bandra. 620 sqft, 94k rent. High street, good footfall. Established location. Contact: 9866601234",,620.0,,,94000.0,K,Bandra,,rent,9866601234,True,,94.0,,,60k-1L
"2BHK in Goregaon. 1100 sqft, 62k rent. 11th floor, corner location. Good society. Call: 9877701234",2,1100.0,,,62000.0,K,Goregaon,,rent,9877701234,True,,62.0,2.0,,60k-1L
"3BHK in Chembur. 1440 sqft, 1.52Cr sale. Ready to move, well maintained. Near station. WhatsApp: 9888801234",3,1440.0,15200000.0,CR,,,Chembur,,sale,9888801234,True,152.0,,3.0,1-2Cr,
"1BHK in Borivali. 800 sqft, 45k rent. 10th floor, renovated. Good for family. Contact: 9899901234",1,800.0,,,45000.0,K,Borivali,,rent,9899901234,True,,45.0,1.0,,40-60k
"3BHK service in South Mumbai. 2300 sqft, 1.9L rent. All inclusive, premium service. Minimum 1 year: 9812312345",3,2300.0,,,190000.0,L,,,rent,9812312345,True,,190.0,3.0,,1L+
"1RK PG in Andheri. 500 sqft, 25k with food. AC, attached bath, Wi-Fi. Professionals only. Call: 9823412345",1,500.0,,,,,Andheri,,,9823412345,True,,,1.0,,
"2BHK auction in Panvel. 1280 sqft, 1.15Cr. Bank property, clear title. Good potential. Contact: 9898712345",2,1280.0,11500000.0,CR,,,,,sale,9898712345,True,115.0,,2.0,1-2Cr,
"3BHK in Seawoods. 1980 sqft, 3.55Cr. High floor, sea view, premium amenities. Ready: 9811112345",3,1980.0,35500000.0,CR,,,Seawoods,,sale,9811112345,True,355.0,,3.0,2-5Cr,
"Shop in Vashi. 760 sqft, 90k rent. Prime location, good visibility. Established market. Call: 9822212345",,760.0,,,90000.0,K,Vashi,,rent,9822212345,True,,90.0,,,60k-1L
"1BHK in Santacruz. 700 sqft, 47k rent. 12th floor, semi-furnished. Near airport. WhatsApp: 9833312345",1,700.0,,,47000.0,K,Santacruz,,rent,9833312345,True,,47.0,1.0,,40-60k
"2BHK in Vile Parle. 980 sqft, 58k rent. 8th floor, separate entrance. Good for clinic. Contact: 9844412345",2,980.0,,,58000.0,K,Vile Parle,,rent,9844412345,True,,58.0,2.0,,40-60k
"3BHK in Bandra. 2100 sqft, 2.85Cr sale. Renovated, modern kitchen, 3 bathrooms. Premium: 9855512345",3,2100.0,28500000.0,CR,,,Bandra,,sale,9855512345,True,285.0,,3.0,2-5Cr,
"Office in Andheri. 1750 sqft, 1.12L rent. IT park, modern facilities. Suitable for startup. Call: 9866612345",,1750.0,,,112000.00000000001,L,Andheri,,rent,9866612345,True,,112.00000000000001,,,1L+
"4BHK in Powai. 3350 sqft, 6.7Cr. Luxury apartment, all amenities. Premium society. WhatsApp: 9877712345",4,3350.0,67000000.0,CR,,,Powai,,sale,9877712345,True,670.0,,4.0,5Cr+,
"1RK in Lokhandwala. 600 sqft, 32k rent. Fully furnished, all utilities. Good for professionals. Contact: 9888812345",1,600.0,,,32000.0,K,Lokhandwala,,rent,9888812345,True,,32.0,1.0,,20-40k
"2BHK in Kandivali. 1060 sqft, 53k rent. 13th floor, park view. Family preferred. Call: 9899912345",2,1060.0,,,53000.0,K,Kandivali,,rent,9899912345,True,,53.0,2.0,,40-60k
"3BHK in Juhu. 2950 sqft, 4.9Cr sale. Beach facing, premium finishes. Exclusive location. WhatsApp: 9812323456",3,2950.0,49000000.0,CR,,,Juhu,,sale,9812323456,True,490.0,,3.0,2-5Cr,
"Commercial in Lower Parel. 2050 sqft, 1.28L rent. Premium building, all facilities. Corporate",,2050.0,,,128000.0,L,Lower Parel,,rent,,True,,128.0,,,1L+
"2BHK available for rent in Andheri East. 1100 sqft, semi-furnished, 65k rent. Near metro station. Contact: 9812312345",2,1100.0,,,65000.0,K,Andheri,,rent,9812312345,True,,65.0,2.0,,60k-1L
"3BHK luxury flat for sale in Powai. 1850 sqft, 4.2 Cr. Sea facing, clubhouse, 3 parking. Call 9823412345 for site visit.",3,1850.0,42000000.0,CR,,,Powai,,sale,9823412345,True,420.0,,3.0,2-5Cr,
"1RK studio apartment available in Lokhandwala. 450 sqft, fully furnished, 25k rent. Ideal for bachelors. WhatsApp for pics: 9876543210",1,450.0,,,25000.0,K,Lokhandwala,,rent,9876543210,True,,25.0,1.0,,20-40k
"Shop space available in Bandra West. 800 sqft, 1.5L rent. Main road, good footfall. Immediate possession. Contact: 9898765432",,800.0,,,150000.0,L,Bandra,,rent,9898765432,True,,150.0,,,1L+
"2BHK ready to move flat in Malad West. 1200 sqft, 1.8Cr. 2nd floor, park facing. No brokerage. Serious buyers only: 9811122233",2,1200.0,18000000.0,CR,,,Malad,,sale,9811122233,True,180.0,,2.0,1-2Cr,
"3BHK duplex for rent in Juhu. 2200 sqft, 1.2L rent. 3 bathrooms, modular kitchen. Available from next month. Call 9822233344",3,2200.0,,,120000.0,L,Juhu,,rent,9822233344,True,,120.0,3.0,,1L+
"1BHK budget flat in Kandivali East. 650 sqft, 42k rent. Near station, market area. Security deposit 2 months. Contact: 9833344455",1,650.0,,,42000.0,K,Kandivali,,rent,9833344455,True,,42.0,1.0,,40-60k
"4BHK penthouse for sale in Worli. 3200 sqft, 8.5Cr. Private terrace, sea view, 4 parking. Premium location. Agent: 9844455566",4,3200.0,85000000.0,CR,,,Worli,,sale,9844455566,True,850.0,,4.0,5Cr+,
"Commercial office available in Lower Parel. 1500 sqft, 90k rent. IT park, 24/7 security. Ideal for startup. Call 9855566677",,1500.0,,,90000.0,K,Lower Parel,,rent,9855566677,True,,90.0,,,60k-1L
"2BHK resale flat in Goregaon East. 950 sqft, 1.1Cr. 5 years old, good condition. Loan available. Contact: 9866677788",2,950.0,11000000.0,CR,,,Goregaon,,sale,9866677788,True,110.0,,2.0,1-2Cr,
"3BHK furnished flat for rent in Chembur. 1400 sqft, 55k. All appliances included. Family preferred. No pets. WhatsApp: 9877788899",3,1400.0,,,,,Chembur,,,9877788899,True,,,3.0,,
"1BHK new construction in Thane. 700 sqft, 85L. Possession in 6 months. Project approved. Booking amount 10%. Builder direct: 9888899900",1,700.0,,,,,Thane,,,9888899900,True,,,1.0,,
"Industrial space available in Bhiwandi. 5000 sqft, 2L rent. 30ft height, loading dock. Industrial area. Owner: 9899900011",,5000.0,,,200000.0,L,Bhiwandi,,rent,9899900011,True,,200.0,,,1L+
"2BHK corner flat in Borivali West. 1100 sqft, 1.4Cr. 5th floor, 2 balconies. Vaastu compliant. Quick deal: 9812312312",2,1100.0,14000000.0,CR,,,Borivali,,sale,9812312312,True,140.0,,2.0,1-2Cr,
"3BHK service apartment for rent in South Mumbai. 1800 sqft, 1.5L. All utilities included, housekeeping. Minimum 1 year lease: 9823423423",3,1800.0,,,,,,,,9823423423,True,,,3.0,,
"1RK paying guest accommodation in Andheri West. 300 sqft, 15k including food. Separate entrance, attached bathroom. Girls only. Call 9834534534",1,300.0,,,,,Andheri,,,9834534534,True,,,1.0,,
"Farmhouse for sale on Mumbai-Pune highway. 2 acre, 3.5Cr. 3 bedrooms, swimming pool. Good for weekend home. Agent: 9845645645",,,35000000.0,CR,,,,,sale,9845645645,True,350.0,,,2-5Cr,
"2BHK bank auction property in Navi Mumbai. 1000 sqft, 85L. As-is condition. Clear title. Auction date: 25th March. Contact: 9856756756",2,1000.0,,,,,Navi Mumbai,,,9856756756,True,,,2.0,,
"3BHK premium flat in Seawoods. 1650 sqft, 2.8Cr. West facing, 3 bathrooms, wooden flooring. Ready to move. Owner: 9867867867",3,1650.0,28000000.0,CR,,,Seawoods,,sale,9867867867,True,280.0,,3.0,2-5Cr,
"Commercial shop in mall, Vashi. 600 sqft, 75k rent. Ground floor, high visibility. Food court location. Investment opportunity: 9878978978",,600.0,,,75000.0,K,Vashi,,rent,9878978978,True,,75.0,,,60k-1L
"2BHK available for rent in Andheri East. 1100 sqft, semi-furnished, 65k rent. Near metro station. Contact: 9812312345",2,1100.0,,,65000.0,K,Andheri,,rent,9812312345,True,,65.0,2.0,,60k-1L
"3BHK luxury flat for sale in Powai. 1850 sqft, 4.2 Cr. Sea facing, clubhouse, 3 parking. Call 9823412345",3,1850.0,42000000.0,CR,,,Powai,,sale,9823412345,True,420.0,,3.0,2-5Cr,
"1RK studio apartment in Lokhandwala. 450 sqft, fully furnished, 25k rent. Ideal for bachelors. WhatsApp: 9876543210",1,450.0,,,25000.0,K,Lokhandwala,,rent,9876543210,True,,25.0,1.0,,20-40k
"Shop space in Bandra West. 800 sqft, 1.5L rent. Main road, good footfall. Immediate possession. Contact: 9898765432",,800.0,,,150000.0,L,Bandra,,rent,9898765432,True,,150.0,,,1L+
"2BHK ready to move flat in Malad West. 1200 sqft, 1.8Cr. 2nd floor, park facing. No brokerage. Serious buyers: 9811122233",2,1200.0,18000000.0,CR,,,Malad,,sale,9811122233,True,180.0,,2.0,1-2Cr,
"3BHK duplex for rent in Juhu. 2200 sqft, 1.2L rent. 3 bathrooms, modular kitchen. Available from next month. Call 9822233344",3,2200.0,,,120000.0,L,Juhu,,rent,9822233344,True,,120.0,3.0,,1L+
"1BHK budget flat in Kandivali East. 650 sqft, 42k rent. Near station, market area. Security deposit 2 months. Contact: 9833344455",1,650.0,,,42000.0,K,Kandivali,,rent,9833344455,True,,42.0,1.0,,40-60k
"4BHK penthouse for sale in Worli. 3200 sqft, 8.5Cr. Private terrace, sea view, 4 parking. Premium location. Agent: 9844455566",4,3200.0,85000000.0,CR,,,Worli,,sale,9844455566,True,850.0,,4.0,5Cr+,
"Commercial office in Lower Parel. 1500 sqft, 90k rent. IT park, 24/7 security. Ideal for startup. Call 9855566677",,1500.0,,,90000.0,K,Lower Parel,,rent,9855566677,True,,90.0,,,60k-1L
"2BHK resale flat in Goregaon East. 950 sqft, 1.1Cr. 5 years old, good condition. Loan available. Contact: 9866677788",2,950.0,11000000.0,CR,,,Goregaon,,sale,9866677788,True,110.0,,2.0,1-2Cr,
"3BHK furnished flat in Chembur. 1400 sqft, 55k rent. All appliances included. Family preferred. No pets. WhatsApp: 9877788899",3,1400.0,,,55000.0,K,Chembur,,rent,9877788899,True,,55.0,3.0,,40-60k
"1BHK new construction in Thane. 700 sqft, 85L. Possession in 6 months. Project approved. Booking amount 10%. Builder: 9888899900",1,700.0,,,,,Thane,,,9888899900,True,,,1.0,,
"Industrial space in Bhiwandi. 5000 sqft, 2L rent. 30ft height, loading dock. Industrial area. Owner: 9899900011",,5000.0,,,200000.0,L,Bhiwandi,,rent,9899900011,True,,200.0,,,1L+
"2BHK corner flat in Borivali West. 1100 sqft, 1.4Cr. 5th floor, 2 balconies. Vaastu compliant. Quick deal: 9812312312",2,1100.0,14000000.0,CR,,,Borivali,,sale,9812312312,True,140.0,,2.0,1-2Cr,
"3BHK service apartment in South Mumbai. 1800 sqft, 1.5L rent. All utilities included, housekeeping. Minimum 1 year: 9823423423",3,1800.0,,,150000.0,L,,,rent,9823423423,True,,150.0,3.0,,1L+
"1RK paying guest in Andheri West. 300 sqft, 15k including food. Separate entrance, attached bathroom. Girls only. Call 9834534534",1,300.0,,,,,Andheri,,,9834534534,True,,,1.0,,
"2BHK bank auction property in Navi Mumbai. 1000 sqft, 85L. As-is condition. Clear title. Auction date: 25th March. Contact: 9856756756",2,1000.0,,,,,Navi Mumbai,,,9856756756,True,,,2.0,,
"3BHK premium flat in Seawoods. 1650 sqft, 2.8Cr. West facing, 3 bathrooms, wooden flooring. Ready to move. Owner: 9867867867",3,1650.0,28000000.0,CR,,,Seawoods,,sale,9867867867,True,280.0,,3.0,2-5Cr,
"Commercial shop in mall, Vashi. 600 sqft, 75k rent. Ground floor, high visibility. Food court location. Investment: 9878978978",,600.0,,,75000.0,K,Vashi,,rent,9878978978,True,,75.0,,,60k-1L
"1BHK available in Santacruz East. 550 sqft, 35k rent. Near station, market. Good for couples. Contact: 9812387654",1,550.0,,,35000.0,K,Santacruz,,rent,9812387654,True,,35.0,1.0,,20-40k
"2BHK semi-furnished in Vile Parle. 850 sqft, 50k rent. 2nd floor, quiet society. Available immediately. Call: 9823478654",2,850.0,,,50000.0,K,Vile Parle,,rent,9823478654,True,,50.0,2.0,,40-60k
"3BHK luxury apartment in Bandra West. 1800 sqft, 2.1Cr sale. Sea view, modern amenities. Premium location. Contact: 9876598765",3,1800.0,21000000.0,CR,,,Bandra,,sale,9876598765,True,210.0,,3.0,2-5Cr,
"Office space in Andheri East. 1200 sqft, 80k rent. Near station, good connectivity. Ideal for corporate. WhatsApp: 9898787654",,1200.0,,,80000.0,K,Andheri,,rent,9898787654,True,,80.0,,,60k-1L
"4BHK villa in Powai. 2800 sqft, 5.5Cr. Private garden, 4 bathrooms, modular kitchen. Luxury living. Call: 9811198765",4,2800.0,55000000.0,CR,,,Powai,,sale,9811198765,True,550.0,,4.0,5Cr+,
"1RK studio in Lokhandwala. 400 sqft, 22k rent. Fully furnished, all utilities. Perfect for professionals. Contact: 9833398765",1,400.0,,,22000.0,K,Lokhandwala,,rent,9833398765,True,,22.0,1.0,,20-40k
"2BHK in Kandivali West. 900 sqft, 45k rent. 3rd floor, park facing. Family preferred. Security: 2 months. Call: 9844498765",2,900.0,,,45000.0,K,Kandivali,,rent,9844498765,True,,45.0,2.0,,40-60k
"3BHK duplex in Juhu. 2400 sqft, 3.8Cr sale. Private terrace, Jacuzzi, premium finishes. Exclusive location. Agent: 9855598765",3,2400.0,38000000.0,CR,,,Juhu,,sale,9855598765,True,380.0,,3.0,2-5Cr,
"Commercial space in Lower Parel. 2000 sqft, 1.2L rent. Premium building, 24/7 power backup. Corporate standards. Contact: 9866698765",,2000.0,,,120000.0,L,Lower Parel,,rent,9866698765,True,,120.0,,,1L+
"2BHK resale in Malad East. 950 sqft, 1Cr. 7 years old, well maintained. Loan available from all banks. WhatsApp: 9877798765",2,950.0,10000000.0,CR,,,Malad,,sale,9877798765,True,100.0,,2.0,1-2Cr,
"3BHK furnished in Andheri West. 1300 sqft, 70k rent. All modern appliances, modular kitchen. Family only. Call: 9888898765",3,1300.0,,,70000.0,K,Andheri,,rent,9888898765,True,,70.0,3.0,,60k-1L
"1BHK in Thane West. 650 sqft, 75L. Under construction, possession in 8 months. RERA approved. Booking: 10%. Builder: 9899998765",1,650.0,,,,,Thane,,,9899998765,True,,,1.0,,
"Warehouse in Bhiwandi. 8000 sqft, 3L rent. Heavy power, loading facility. Industrial zone. Owner direct: 9812319876",,8000.0,,,300000.0,L,Bhiwandi,,rent,9812319876,True,,300.0,,,1L+
"4BHK penthouse in Worli. 3500 sqft, 9Cr. Panoramic sea view, private pool, 4 parking. Ultra luxury. Agent: 9823419876",4,3500.0,90000000.0,CR,,,Worli,,sale,9823419876,True,900.0,,4.0,5Cr+,
"Retail shop in Bandra. 500 sqft, 90k rent. High street location, good footfall. Established market. Contact: 9876519876",,500.0,,,90000.0,K,Bandra,,rent,9876519876,True,,90.0,,,60k-1L
"2BHK in Goregaon West. 1000 sqft, 55k rent. 4th floor, corner flat. Society with amenities. Available: 9822219876",2,1000.0,,,55000.0,K,Goregaon,,rent,9822219876,True,,55.0,2.0,,40-60k
"3BHK in Chembur. 1200 sqft, 1.8Cr sale. Ready to move, good condition. Near highway. Contact: 9833319876",3,1200.0,18000000.0,CR,,,Chembur,,sale,9833319876,True,180.0,,3.0,1-2Cr,
"1BHK in Borivali East. 600 sqft, 38k rent. Ground floor, separate entrance. Good for office. WhatsApp: 9844419876",1,600.0,,,38000.0,K,Borivali,,rent,9844419876,True,,38.0,1.0,,20-40k
"3BHK service apartment in South Mumbai. 2000 sqft, 1.8L rent. All inclusive, daily housekeeping. Minimum 6 months: 9855519876",3,2000.0,,,180000.0,L,,,rent,9855519876,True,,180.0,3.0,,1L+
"1RK PG in Andheri. 350 sqft, 18k with food. AC room, attached bathroom. Working professionals preferred. Call: 9866619876",1,350.0,,,,,Andheri,,,9866619876,True,,,1.0,,
"2BHK auction in Panvel. 1100 sqft, 95L. Bank auction, clear title. Good investment opportunity. WhatsApp: 9888819876",2,1100.0,,,,,,,,9888819876,True,,,2.0,,
"3BHK in Seawoods. 1700 sqft, 3Cr. Premium location, high floor, sea view. Ready possession. Owner: 9899919876",3,1700.0,30000000.0,CR,,,Seawoods,,sale,9899919876,True,300.0,,3.0,2-5Cr,
"Commercial in Vashi mall. 700 sqft, 85k rent. First floor, good visibility. Established footfall. Investment: 9812321987",,700.0,,,85000.0,K,Vashi,,rent,9812321987,True,,85.0,,,60k-1L
"1BHK in Santacruz West. 500 sqft, 40k rent. 2nd floor, renovated. Near station. Contact: 9823421987",1,500.0,,,40000.0,K,Santacruz,,rent,9823421987,True,,40.0,1.0,,40-60k
"2BHK in Vile Parle West. 800 sqft, 52k rent. Semi-furnished, good locality. Family preferred. Call: 9876521987",2,800.0,,,52000.0,K,Vile Parle,,rent,9876521987,True,,52.0,2.0,,40-60k
"3BHK in Bandra East. 1600 sqft, 2.3Cr sale. Well maintained, modern amenities. Good connectivity. Contact: 9898721987",3,1600.0,23000000.0,CR,,,Bandra,,sale,9898721987,True,230.0,,3.0,2-5Cr,
"Office in Andheri West. 1400 sqft, 95k rent. IT park, fiber internet, parking. Ideal for IT company. WhatsApp: 9811121987",,1400.0,,,95000.0,K,Andheri,,rent,9811121987,True,,95.0,,,60k-1L
"4BHK in Powai. 3000 sqft, 6Cr. Luxury apartment, clubhouse, swimming pool. Premium society. Call: 9822221987",4,3000.0,60000000.0,CR,,,Powai,,sale,9822221987,True,600.0,,4.0,5Cr+,
"1RK in Lokhandwala. 380 sqft, 20k rent. Basic furniture, all utilities. Good for students. Contact: 9833321987",1,380.0,,,20000.0,K,Lokhandwala,,rent,9833321987,True,,20.0,1.0,,20-40k
"2BHK in Kandivali East. 850 sqft, 43k rent. 3rd floor, quiet area. Security: 2 months. Call: 9844421987",2,850.0,,,43000.0,K,Kandivali,,rent,9844421987,True,,43.0,2.0,,40-60k
"3BHK in Juhu. 2600 sqft, 4.2Cr sale. Beach facing, premium finishes, modern kitchen. Exclusive: 9855521987",3,2600.0,42000000.0,CR,,,Juhu,,sale,9855521987,True,420.0,,3.0,2-5Cr,
"Commercial in Lower Parel. 1800 sqft, 1.1L rent. Premium building, reception, meeting room. Corporate: 9866621987",,1800.0,,,110000.00000000001,L,Lower Parel,,rent,9866621987,True,,110.00000000000001,,,1L+
"2BHK in Malad West. 900 sqft, 1.05Cr. 5 years old, good condition. Loan available. Contact: 9877721987",2,900.0,10500000.0,CR,,,Malad,,sale,9877721987,True,105.0,,2.0,1-2Cr,
"3BHK in Andheri East. 1350 sqft, 72k rent. Fully furnished, all appliances. Family only. WhatsApp: 9888821987",3,1350.0,,,72000.0,K,Andheri,,rent,9888821987,True,,72.0,3.0,,60k-1L
"1BHK in Thane East. 680 sqft, 78L. Under construction, possession 10 months. RERA registered. Booking: 9899921987",1,680.0,,,,,Thane,,,9899921987,True,,,1.0,,
"Warehouse in Bhiwandi. 6000 sqft, 2.5L rent. G+2, heavy power, security. Industrial area. Owner: 9812332987",,6000.0,,,250000.0,L,Bhiwandi,,rent,9812332987,True,,250.0,,,1L+
"4BHK in Worli. 3300 sqft, 8.8Cr. Sea facing, private terrace, luxury amenities. Ultra premium. Agent: 9823432987",4,3300.0,88000000.0,CR,,,Worli,,sale,9823432987,True,880.0,,4.0,5Cr+,
"2BHK available in Goregaon East. 950 sqft, 53k rent. 2nd floor, corner location. Good society. Contact: 9876532987",2,950.0,,,53000.0,K,Goregaon,,rent,9876532987,True,,53.0,2.0,,40-60k
"3BHK in Chembur West. 1250 sqft, 1.75Cr sale. Ready to move, well maintained. Near station. Call: 9898732987",3,1250.0,17500000.0,CR,,,Chembur,,sale,9898732987,True,175.0,,3.0,1-2Cr,
"1BHK in Borivali West. 620 sqft, 36k rent. 1st floor, renovated. Good for family. WhatsApp: 9811132987",1,620.0,,,36000.0,K,Borivali,,rent,9811132987,True,,36.0,1.0,,20-40k
"3BHK service in South Mumbai. 1900 sqft, 1.65L rent. All inclusive, premium service. Minimum 1 year: 9822232987",3,1900.0,,,165000.0,L,,,rent,9822232987,True,,165.0,3.0,,1L+
"1RK PG in Andheri East. 320 sqft, 16k with food. AC, attached bath, Wi-Fi. Professionals only. Contact: 9833332987",1,320.0,,,,,Andheri,,,9833332987,True,,,1.0,,
"2BHK auction in Kharghar. 1050 sqft, 88L. Bank property, clear title. Good potential. WhatsApp: 9855532987",2,1050.0,,,,,,,,9855532987,True,,,2.0,,
"3BHK in Seawoods. 1750 sqft, 3.1Cr. High floor, sea view, premium amenities. Ready: 9866632987",3,1750.0,31000000.0,CR,,,Seawoods,,sale,9866632987,True,310.0,,3.0,2-5Cr,
"Shop in Vashi. 550 sqft, 80k rent. Prime location, good visibility. Established market. Contact: 9877732987",,550.0,,,80000.0,K,Vashi,,rent,9877732987,True,,80.0,,,60k-1L
"1BHK in Santacruz. 520 sqft, 38k rent. 3rd floor, semi-furnished. Near airport. Call: 9888832987",1,520.0,,,38000.0,K,Santacruz,,rent,9888832987,True,,38.0,1.0,,20-40k
"2BHK in Vile Parle. 780 sqft, 48k rent. Ground floor, separate entrance. Good for clinic. WhatsApp: 9899932987",2,780.0,,,48000.0,K,Vile Parle,,rent,9899932987,True,,48.0,2.0,,40-60k
"3BHK in Bandra. 1700 sqft, 2.4Cr sale. Renovated, modern kitchen, 3 bathrooms. Premium: 9812343987",3,1700.0,24000000.0,CR,,,Bandra,,sale,9812343987,True,240.0,,3.0,2-5Cr,
"Office in Andheri. 1300 sqft, 88k rent. IT park, modern facilities. Suitable for startup. Contact: 9823443987",,1300.0,,,88000.0,K,Andheri,,rent,9823443987,True,,88.0,,,60k-1L
